Location_Code,latitude,longitude,time,date,Temp,Avg_Chloro,pDA,tDA,sst,chlor_a,Pn_delicatissima,Pn_seriata,Rrs_346.0,Rrs_348.0,Rrs_351.0,Rrs_353.0,Rrs_356.0,Rrs_358.0,Rrs_361.0,Rrs_363.0,Rrs_366.0,Rrs_368.0,Rrs_371.0,Rrs_373.0,Rrs_375.0,Rrs_378.0,Rrs_380.0,Rrs_383.0,Rrs_385.0,Rrs_388.0,Rrs_390.0,Rrs_393.0,Rrs_395.0,Rrs_398.0,Rrs_400.0,Rrs_403.0,Rrs_405.0,Rrs_408.0,Rrs_410.0,Rrs_413.0,Rrs_415.0,Rrs_418.0,Rrs_420.0,Rrs_422.0,Rrs_425.0,Rrs_427.0,Rrs_430.0,Rrs_432.0,Rrs_435.0,Rrs_437.0,Rrs_440.0,Rrs_442.0,Rrs_445.0,Rrs_447.0,Rrs_450.0,Rrs_452.0,Rrs_455.0,Rrs_457.0,Rrs_460.0,Rrs_462.0,Rrs_465.0,Rrs_467.0,Rrs_470.0,Rrs_472.0,Rrs_475.0,Rrs_477.0,Rrs_480.0,Rrs_482.0,Rrs_485.0,Rrs_487.0,Rrs_490.0,Rrs_492.0,Rrs_495.0,Rrs_497.0,Rrs_500.0,Rrs_502.0,Rrs_505.0,Rrs_507.0,Rrs_510.0,Rrs_512.0,Rrs_515.0,Rrs_517.0,Rrs_520.0,Rrs_522.0,Rrs_525.0,Rrs_527.0,Rrs_530.0,Rrs_532.0,Rrs_535.0,Rrs_537.0,Rrs_540.0,Rrs_542.0,Rrs_545.0,Rrs_547.0,Rrs_550.0,Rrs_553.0,Rrs_555.0,Rrs_558.0,Rrs_560.0,Rrs_563.0,Rrs_565.0,Rrs_568.0,Rrs_570.0,Rrs_573.0,Rrs_575.0,Rrs_578.0,Rrs_580.0,Rrs_583.0,Rrs_586.0,Rrs_588.0,Rrs_613.0,Rrs_615.0,Rrs_618.0,Rrs_620.0,Rrs_623.0,Rrs_625.0,Rrs_627.0,Rrs_630.0,Rrs_632.0,Rrs_635.0,Rrs_637.0,Rrs_640.0,Rrs_641.0,Rrs_642.0,Rrs_643.0,Rrs_645.0,Rrs_646.0,Rrs_647.0,Rrs_648.0,Rrs_650.0,Rrs_651.0,Rrs_652.0,Rrs_653.0,Rrs_655.0,Rrs_656.0,Rrs_657.0,Rrs_658.0,Rrs_660.0,Rrs_661.0,Rrs_662.0,Rrs_663.0,Rrs_665.0,Rrs_666.0,Rrs_667.0,Rrs_668.0,Rrs_670.0,Rrs_671.0,Rrs_672.0,Rrs_673.0,Rrs_675.0,Rrs_676.0,Rrs_677.0,Rrs_678.0,Rrs_679.0,Rrs_681.0,Rrs_682.0,Rrs_683.0,Rrs_684.0,Rrs_686.0,Rrs_687.0,Rrs_688.0,Rrs_689.0,Rrs_691.0,Rrs_692.0,Rrs_693.0,Rrs_694.0,Rrs_696.0,Rrs_697.0,Rrs_698.0,Rrs_699.0,Rrs_701.0,Rrs_702.0,Rrs_703.0,Rrs_704.0,Rrs_706.0,Rrs_707.0,Rrs_708.0,Rrs_709.0,Rrs_711.0,Rrs_712.0,Rrs_713.0,Rrs_714.0,Rrs_717.0,Rrs_719.0
SIO,32.867,-117.257,2024-08-19T19:22:00Z,8/19/24,23.5,3.31,0,,22.782217025756836,1.2204359769821167,1877,0,0.004067556,0.004266223,0.004408667,0.004468446,0.004642889,0.004954446,0.005079334,0.00515289,0.00520289,0.005178446,0.00518289,0.005401112,0.005513334,0.005305111,0.00530089,0.005605112,0.005745334,0.005675334,0.005562889,0.005633334,0.005914223,0.005887778,0.005603557,0.005407333,0.00535289,0.005271779,0.005180668,0.005135335,0.005102001,0.005086001,0.005032445,0.004961335,0.00491689,0.00491289,0.004963556,0.004902667,0.004755778,0.004688667,0.004629112,0.004563556,0.004548001,0.004511778,0.004447557,0.004409334,0.004393557,0.004375112,0.004375556,0.004365334,0.004346667,0.004323335,0.004312445,0.004303779,0.004288668,0.004282445,0.004272223,0.004242223,0.004249112,0.004228001,0.00412689,0.004048223,0.003970223,0.003884667,0.003803335,0.003730445,0.003628445,0.003475335,0.003279111,0.003092445,0.002990001,0.002962223,0.002941557,0.002912889,0.00291089,0.00290689,0.002872446,0.002837335,0.002808446,0.002767112,0.002728001,0.00268289,0.002626445,0.002551334,0.002476445,0.002409557,0.002369556,0.002342445,0.002322445,0.002277556,0.002226445,0.002164445,0.002088446,0.00198089,0.001845335,0.001699556,0.001540001,0.00137489,0.001234889,0.001126223,0.000395557,0.000380223,0.000381112,0.00037089,0.000369112,0.000363335,0.000362001,0.000364001,0.000348445,0.000332223,0.000323779,0.000320446,0.000317557,0.000312222,0.000308889,0.000320223,0.000324,0.000327334,0.000322224,0.000314445,0.000301112,0.000291556,0.000283112,0.000274223,0.000266667,0.000255334,0.000241778,0.000227335,0.000218446,0.000210668,0.00020489,0.000204001,0.000206,0.000205778,0.000213557,0.000213556,0.000216001,0.000222668,0.000230001,0.000236668,0.000240446,0.000245778,0.00025089,0.000254001,0.000254668,0.000252001,0.000249556,0.000249778,0.000247779,0.000249557,0.000249111,0.000246223,0.00023889,0.000228224,0.000218223,0.000203112,0.000192223,0.00019089,0.000186222,0.00019089,0.000189113,0.000188224,0.000181112,0.000177779,0.000172889,0.000168667,0.000163556,0.000155779,0.000152223,0.000149112,0.000144668,0.000140001,0.000102668,6.555682921316475e-05
SIO,32.867,-117.257,2024-08-26T19:05:00Z,8/26/24,23.6,3.66,0,,22.86999512,0.2727723717689514,626,0,0.004339779,0.004480001,0.004652668,0.004722223,0.004907778,0.005252223,0.005404445,0.00547889,0.005535779,0.005509112,0.00552889,0.005794445,0.005899556,0.005681778,0.005689112,0.00600489,0.006146001,0.006061112,0.005925556,0.005970223,0.006263112,0.00622089,0.005914222,0.005701112,0.005632667,0.005559557,0.005472446,0.005418001,0.005382446,0.005364001,0.005304223,0.005241112,0.005194223,0.005171778,0.005225778,0.005152224,0.004999557,0.004920222,0.004841112,0.004761334,0.004735112,0.00468,0.004599112,0.004549556,0.00453489,0.004516667,0.004532889,0.004532,0.004524002,0.004515779,0.004510446,0.00449489,0.004478001,0.004472445,0.004441112,0.00438889,0.004377779,0.004350223,0.004230445,0.004127334,0.00402489,0.003913112,0.003788891,0.003677335,0.003520445,0.003317557,0.003066445,0.002827779,0.002686,0.002631334,0.00259,0.002536668,0.002507112,0.002478223,0.002419779,0.002362001,0.002308891,0.002230445,0.002160668,0.002091112,0.002005334,0.001902223,0.00181489,0.001716223,0.001657334,0.001607557,0.001567556,0.001504668,0.00145689,0.001399112,0.001336889,0.001254446,0.001158445,0.00105489,0.00094089,0.00082689,0.000733112,0.000670445,0.000197112,0.000187556,0.000191112,0.000186001,0.000190889,0.000187334,0.000195112,0.000190001,0.000178223,0.000167779,0.000162001,0.000154001,0.000150224,0.000145557,0.000140667,0.000150667,0.00015489,0.000161334,0.000153556,0.000150223,0.000141112,0.000134002,0.000130223,0.00012089,0.000119778,0.000111334,0.000101557,9.200142812915146e-05,8.511212217854336e-05,7.911233115009964e-05,7.466765237040818e-05,7.133392500691116e-05,7.155662024160847e-05,6.777834641980007e-05,7.311171793844551e-05,7.155620551202446e-05,6.933385884622112e-05,7.022338104434311e-05,7.600047683808953e-05,7.888964319135994e-05,7.64450232964009e-05,8.000102388905361e-05,7.911192369647324e-05,8.133426308631897e-05,7.600130629725754e-05,7.33344058971852e-05,7.600089156767353e-05,8.04455776233226e-05,8.111157512757927e-05,9.422293805982918e-05,9.822224819799885e-05,0.000101112,9.888948989100754e-05,8.400115621043369e-05,7.977875065989792e-05,6.889013457112014e-05,6.066718196962029e-05,6.333407509373501e-05,6.04453198320698e-05,6.422276055673137e-05,6.511228275485337e-05,7.000110053922981e-05,6.911158561706543e-05,6.800061964895576e-05,6.600013875868171e-05,6.511186802526936e-05,6.133483839221299e-05,5.9111665905220434e-05,5.8222562074661255e-05,5.9333939134376124e-05,5.888938903808594e-05,5.8889803767669946e-05,3.888913488481194e-05,2.1778874724986963e-05
SIO,32.867,-117.257,2024-09-03T17:48:00Z,9/3/24,22.8,2.55,0,,22.578882217407227,0.3253607749938965,7510,0,0.004702001,0.00493489,0.005139778,0.005176223,0.005295112,0.005593112,0.005741112,0.005846223,0.005881113,0.00583089,0.005823111,0.006036445,0.006152223,0.005900445,0.005817112,0.006095556,0.006208667,0.006150445,0.006053779,0.006090001,0.006355112,0.006354001,0.006086668,0.005869779,0.005791557,0.005698668,0.005600223,0.005536445,0.00548089,0.005447557,0.005377112,0.005294001,0.005228445,0.005191112,0.005215779,0.005144667,0.004994668,0.004909556,0.004838446,0.004778667,0.004752001,0.004699335,0.004627111,0.004578223,0.004553111,0.00452889,0.004532445,0.004530001,0.004509334,0.004486668,0.004484,0.00448689,0.004477112,0.004478001,0.004472223,0.004444445,0.004446002,0.00443089,0.004332445,0.004247334,0.004160445,0.00405889,0.003961112,0.003872223,0.00374289,0.003547557,0.003301335,0.00307689,0.002941557,0.002894223,0.002858223,0.002804223,0.00277089,0.002740222,0.002684001,0.002618446,0.002559556,0.002490223,0.002424445,0.002354223,0.002261334,0.002156667,0.002057334,0.001963334,0.001898668,0.001844667,0.001803334,0.001739778,0.001675112,0.001616667,0.001550446,0.001454001,0.001341334,0.001226223,0.001105112,0.00098689,0.000888223,0.000827779,0.000292223,0.000277556,0.00027489,0.000263779,0.000261112,0.000258001,0.000263778,0.000266001,0.000245557,0.000231778,0.000225779,0.000220223,0.000215557,0.000210223,0.000205334,0.000214668,0.000218223,0.000225334,0.000226445,0.000223113,0.000211556,0.000201112,0.000192223,0.000183779,0.000181112,0.000173112,0.000162668,0.000151557,0.000143112,0.000136445,0.000131778,0.000131334,0.000131334,0.000130001,0.000135779,0.000133779,0.000131779,0.000134223,0.000137334,0.000139335,0.000140446,0.000143779,0.000145112,0.000147556,0.000146668,0.000141556,0.000139112,0.000137778,0.000138223,0.000150668,0.000158001,0.000161556,0.000155779,0.000142667,0.000136001,0.000125112,0.000118223,0.000119112,0.000115111,0.000119112,0.000119112,0.000120445,0.000114223,0.000112001,0.000106667,0.000103334,0.000100223,9.466749179409817e-05,9.400066483067349e-05,9.244514512829483e-05,9.000135469250381e-05,8.622267341706902e-05,6.533372652484104e-05,5.577835690928623e-05
SIO,32.867,-117.257,2024-09-09T19:14:00Z,9/9/24,22.5,2.72,0,,24.09777069091797,0.3035416305065155,5632,1877,0.003034445,0.003362224,0.003606445,0.003671334,0.003860223,0.004246446,0.004434222,0.004534224,0.004585779,0.004547556,0.00452889,0.004762446,0.004933112,0.004699779,0.004687334,0.005062889,0.005249556,0.005182223,0.005021112,0.005058,0.005399778,0.005400668,0.005084668,0.00485289,0.004811778,0.004745111,0.004672001,0.004641556,0.004610891,0.004600223,0.004544002,0.00448489,0.004447112,0.004444668,0.004528667,0.004487779,0.004329112,0.004255556,0.004203556,0.004143556,0.004123778,0.004103112,0.004045112,0.003999556,0.003989112,0.003979112,0.003991556,0.003992223,0.003980668,0.003966668,0.003959779,0.003952001,0.003947778,0.003959779,0.003959334,0.003933556,0.003951334,0.003944445,0.003841556,0.003763334,0.003693557,0.003607112,0.003520446,0.003436668,0.00331489,0.00314289,0.002928446,0.002724667,0.002610668,0.00257689,0.002539112,0.002490001,0.002462446,0.002435113,0.002378001,0.002311556,0.002258445,0.002198001,0.002137112,0.002072223,0.001994001,0.001901112,0.001812667,0.001731557,0.001674001,0.00162889,0.001589334,0.00152889,0.00146489,0.001410445,0.001347779,0.001261556,0.001159556,0.001068445,0.000972667,0.000871557,0.000788446,0.00072489,0.000264445,0.000246889,0.000241334,0.000228223,0.000225556,0.000220445,0.000223334,0.000225779,0.000211334,0.00019889,0.000194445,0.000189779,0.000188001,0.000182667,0.000179335,0.000182889,0.000182668,0.000188224,0.000185335,0.000188667,0.000180445,0.000170223,0.000159779,0.000148224,0.000144668,0.00013689,0.000132445,0.000129112,0.000124668,0.000120001,0.000116446,0.00011289,0.000111112,0.000109557,0.000116667,0.000116667,0.000116889,0.000119557,0.000121779,0.000124001,0.000122889,0.000124445,0.000125779,0.000126223,0.000125779,0.000122445,0.000116668,0.00011489,0.000114223,0.000124445,0.000130001,0.000128222,0.000114223,9.777893865248188e-05,8.66676346049644e-05,8.022246765904129e-05,7.933419692562893e-05,8.000102388905361e-05,7.533447933383286e-05,7.755640399409458e-05,7.666730380151421e-05,7.866695523262024e-05,7.355668640229851e-05,7.177889347076416e-05,7.022338104434311e-05,6.488958752015606e-05,6.266807758947834e-05,6.02230429649353e-05,5.866711217095144e-05,5.7333458244102076e-05,5.333415174391121e-05,4.2889681935776025e-05,1.5556812286376953e-05,1.822329249989707e-05
SIO,32.867,-117.257,2024-09-16T19:49:00Z,9/16/24,22.6,1.45,0,,22.192216873168945,0.30680739879608154,0,0,0.004524001,0.004761779,0.004944,0.004923778,0.004980445,0.005235557,0.005331778,0.005379335,0.005369556,0.005278444,0.005227334,0.005380668,0.005492,0.005269112,0.005163556,0.005405335,0.005458223,0.005391556,0.00527889,0.005266668,0.005517334,0.005514001,0.005248001,0.005034223,0.004968223,0.004895334,0.004809334,0.004757335,0.00471,0.004672891,0.004614445,0.004549334,0.004484445,0.004454001,0.004487779,0.004452446,0.004320445,0.004247779,0.004195111,0.004137112,0.00412089,0.004086223,0.004012668,0.00397489,0.003966223,0.003958668,0.003962446,0.003976445,0.003972668,0.003957779,0.003961334,0.003957778,0.003943557,0.003937334,0.00393089,0.003900667,0.003898223,0.003885335,0.003795334,0.003722446,0.003651557,0.003566446,0.00348489,0.003404223,0.003300445,0.003141334,0.002940224,0.002746669,0.002623779,0.002581556,0.002547112,0.002503556,0.002474667,0.002452001,0.002404001,0.002333112,0.00227489,0.002209334,0.002146889,0.002080668,0.001997112,0.001911557,0.00182689,0.001751112,0.00169489,0.001651112,0.001606446,0.001556445,0.00149889,0.001445334,0.001385779,0.001308001,0.001217334,0.001119778,0.001012668,0.000909779,0.000826223,0.000771112,0.000280223,0.000267557,0.00027089,0.000263334,0.000256223,0.000258668,0.000262223,0.000257556,0.000244223,0.000228001,0.000220445,0.000215778,0.000213112,0.000211112,0.000209334,0.000216445,0.000218001,0.000220668,0.000220667,0.000214223,0.000203112,0.000192667,0.000184889,0.000176445,0.000176223,0.000171556,0.000168668,0.000159111,0.00014889,0.000143112,0.000138002,0.000136001,0.000133334,0.000131778,0.000133557,0.00013289,0.00013489,0.000137779,0.000137557,0.000139112,0.000140445,0.000142001,0.000143334,0.000145778,0.000145778,0.000143334,0.000139112,0.000136223,0.000136,0.000142001,0.000148889,0.000154001,0.000155112,0.000147557,0.000140668,0.000126001,0.000118223,0.000115557,0.000117113,0.000121334,0.000122223,0.000122223,0.000120445,0.000119112,0.000120001,0.000117779,0.000114223,0.000109112,0.000103778,0.000101779,0.000100224,9.577845776220784e-05,6.111255788709968e-05,2.5556733817211352e-05
SIO,32.867,-117.257,2024-09-23T19:25:00Z,9/23/24,18,2.32,0,,20.38221549987793,0.23132522404193878,1878,0,0.009959999,0.010324001,0.010395999997854233,0.010143999010324478,0.010234002023935318,0.010423999279737473,0.010278001427650452,0.010154001414775848,0.009972002,0.0097,0.009434,0.009496,0.009414002,0.008934002,0.008774001,0.008950002,0.008840002,0.008582,0.008354001,0.00832,0.008478001,0.008288,0.00784,0.007550001,0.007401999,0.007218,0.007074002,0.006956,0.006832,0.006721999,0.0066,0.006482001,0.006356001,0.006280001,0.006308001,0.006184001,0.00595,0.005834002,0.005736001,0.005619999,0.005550001,0.005446002,0.005340002,0.005284,0.005226001,0.005182002,0.005168002,0.005092002,0.005031999,0.004996002,0.004948001,0.004866,0.004808001,0.004799999,0.004764002,0.004705999,0.004704002,0.004672002,0.004542001,0.004427999,0.004318003,0.004204001,0.004094001,0.004004002,0.003868002,0.003696002,0.00347,0.003248002,0.003120001,0.003076002,0.003014002,0.002934001,0.002892002,0.002842002,0.002772,0.002712,0.002634,0.002542,0.002486002,0.002422001,0.002319999,0.002208002,0.002124,0.002038002,0.001974002,0.001936,0.001874,0.001798,0.001730002,0.001664001,0.001604002,0.001502,0.00138,0.001297999,0.001202002,0.001120001,0.001068,0.001008,0.000442002,0.000424001,0.000428002,0.000394002,0.000374001,0.000374001,0.000362001,0.000346001,0.000334002,0.000328001,0.000326,0.000336003,0.000334002,0.000326,0.000324,0.000334002,0.000336003,0.000348002,0.000346001,0.000336003,0.000320002,0.00031,0.000291999,0.000290003,0.000291999,0.000282001,0.000272002,0.000256002,0.000246,0.000234,0.000229999,0.000224002,0.000224002,0.000222001,0.000224002,0.000224002,0.000220001,0.000216,0.000222001,0.000218,0.000218,0.000218,0.000220001,0.000222001,0.000216,0.000212003,0.000202,0.000192001,0.000178002,0.000164002,0.000156,0.000158001,0.000164002,0.000174001,0.000178002,0.000174001,0.00017,0.000176001,0.000172,0.000180002,0.000181999,0.000181999,0.000178002,0.000176001,0.000174001,0.000172,0.000164002,0.000154,0.000150003,0.000142001,0.00014,0.000132002,8.00006091594696e-05,4.000216722488403e-05
SIO,32.867,-117.257,2024-09-30T19:39:00Z,9/30/24,16.9,2.4,0,,18.83443832397461,0.2652420401573181,5007,5006,0.007316001,0.007566001,0.007562,0.007350001,0.00722,0.007374,0.007433999,0.007382002,0.007406,0.007306002,0.007082,0.007058002,0.007100001,0.006786,0.0066,0.006838001,0.006928001,0.006852001,0.006643999,0.006576002,0.006838001,0.006705999,0.006324001,0.006106,0.006026,0.005886,0.005770002,0.005706001,0.005654,0.00561,0.005495999,0.005394001,0.005290002,0.005230002,0.005290002,0.005232003,0.005076002,0.004984003,0.004886001,0.004810002,0.004783999,0.004720002,0.004636001,0.004578002,0.004534002,0.004492,0.004496001,0.00451,0.004473999,0.004434001,0.004427999,0.004378002,0.004342001,0.004333999,0.004292,0.004256003,0.004257999,0.004234001,0.004117999,0.004002001,0.00392,0.003823999,0.003726002,0.003644001,0.003540002,0.003380001,0.003164001,0.002958,0.002828002,0.002784003,0.002734002,0.002684001,0.002660003,0.002618,0.002537999,0.002468001,0.002426002,0.002354,0.002286002,0.002227999,0.002142001,0.002062,0.001972001,0.001874,0.00183,0.001790002,0.001738001,0.001672,0.00161,0.001574002,0.001529999,0.001456,0.001372002,0.001281999,0.001166001,0.001054,0.000984002,0.000932001,0.000388,0.000380002,0.000396002,0.00037,0.000362001,0.000360001,0.000366002,0.000376001,0.000364002,0.000344001,0.000328001,0.000305999,0.000308,0.000308,0.000308,0.000336003,0.000337999,0.000336003,0.000336003,0.000305999,0.000296,0.000286002,0.000274003,0.000278,0.000275999,0.000268001,0.000264,0.000252001,0.000250001,0.000242002,0.000238001,0.000238001,0.000240002,0.000236001,0.000240002,0.000229999,0.000222001,0.000228003,0.000234,0.000240002,0.000234,0.000232,0.000224002,0.000226002,0.000224002,0.000226002,0.000222001,0.000220001,0.000220001,0.000224002,0.000226002,0.000229999,0.000226002,0.000216,0.000208002,0.000186,0.000178002,0.000184,0.000188001,0.000194002,0.000190001,0.000190001,0.000180002,0.000184,0.000180002,0.000176001,0.000172,0.000167999,0.000166003,0.000166003,0.000158001,0.000146002,7.399916648864746e-05,1.000240445137024e-05
SIO,32.867,-117.257,2024-10-07T19:23:00Z,10/7/24,16.9,2.17,0,,18.547771453857422,0.7340846657752991,3754,0,0.001909779,0.002119778,0.002263112,0.002207779,0.002276222,0.002575112,0.00270289,0.002767112,0.002812223,0.002751778,0.002684223,0.002864445,0.00305689,0.002838223,0.002761557,0.003057112,0.003194223,0.003184001,0.003082446,0.003082223,0.003424446,0.003528445,0.003290667,0.003098668,0.003074889,0.00304489,0.003002667,0.002993556,0.002982001,0.002976001,0.002948667,0.002918223,0.002883335,0.002872223,0.002955557,0.00295889,0.002855333,0.00280689,0.002780001,0.002776001,0.002811556,0.002811557,0.002769334,0.002747778,0.002759112,0.002764223,0.002790445,0.002825557,0.002832445,0.002834668,0.002858667,0.002869111,0.002884223,0.002912445,0.002929334,0.002920223,0.002946001,0.002970445,0.002911556,0.002867778,0.002841556,0.002802001,0.002767334,0.002756446,0.002728223,0.002633556,0.002499112,0.002372,0.002303779,0.002296223,0.002290001,0.002272,0.002272667,0.002273111,0.00224889,0.002207779,0.002175112,0.002141334,0.00211489,0.002082223,0.002028001,0.001967334,0.001902445,0.001837779,0.001801556,0.001775556,0.001754223,0.001712445,0.001662223,0.00161689,0.00156378,0.001484223,0.001384223,0.001285334,0.001173112,0.001057334,0.000959334,0.000887112,0.000324445,0.000309334,0.000315334,0.000312223,0.000309334,0.00030889,0.000308001,0.000305112,0.000294668,0.000285779,0.000278223,0.000270001,0.000267557,0.000264223,0.000265334,0.000276667,0.000281779,0.000285112,0.000280001,0.000273779,0.000261112,0.000252001,0.000244667,0.000238445,0.000237112,0.000229779,0.000221113,0.000208445,0.000199112,0.000194001,0.000191334,0.000191778,0.000194668,0.000195557,0.000205334,0.00021089,0.00021689,0.000227334,0.000236668,0.000243556,0.000250445,0.000258446,0.000264444,0.000269334,0.000268667,0.000265556,0.000259556,0.000253112,0.000241779,0.000235334,0.000229335,0.000229556,0.000232668,0.000227779,0.000219778,0.000204222,0.000192,0.000190224,0.000187557,0.000193334,0.000191779,0.000191334,0.000185779,0.000183779,0.000181334,0.000178223,0.00017489,0.000166,0.000160446,0.000155557,0.000151111,0.000143778,7.711144280619919e-05,1.2223091289342847e-05
SIO,32.867,-117.257,2024-10-14T17:58:00Z,10/14/24,18.1,3.18,0,,18.872215270996094,0.7340846657752991,8135,0,0.001909779,0.002119778,0.002263112,0.002207779,0.002276222,0.002575112,0.00270289,0.002767112,0.002812223,0.002751778,0.002684223,0.002864445,0.00305689,0.002838223,0.002761557,0.003057112,0.003194223,0.003184001,0.003082446,0.003082223,0.003424446,0.003528445,0.003290667,0.003098668,0.003074889,0.00304489,0.003002667,0.002993556,0.002982001,0.002976001,0.002948667,0.002918223,0.002883335,0.002872223,0.002955557,0.00295889,0.002855333,0.00280689,0.002780001,0.002776001,0.002811556,0.002811557,0.002769334,0.002747778,0.002759112,0.002764223,0.002790445,0.002825557,0.002832445,0.002834668,0.002858667,0.002869111,0.002884223,0.002912445,0.002929334,0.002920223,0.002946001,0.002970445,0.002911556,0.002867778,0.002841556,0.002802001,0.002767334,0.002756446,0.002728223,0.002633556,0.002499112,0.002372,0.002303779,0.002296223,0.002290001,0.002272,0.002272667,0.002273111,0.00224889,0.002207779,0.002175112,0.002141334,0.00211489,0.002082223,0.002028001,0.001967334,0.001902445,0.001837779,0.001801556,0.001775556,0.001754223,0.001712445,0.001662223,0.00161689,0.00156378,0.001484223,0.001384223,0.001285334,0.001173112,0.001057334,0.000959334,0.000887112,0.000324445,0.000309334,0.000315334,0.000312223,0.000309334,0.00030889,0.000308001,0.000305112,0.000294668,0.000285779,0.000278223,0.000270001,0.000267557,0.000264223,0.000265334,0.000276667,0.000281779,0.000285112,0.000280001,0.000273779,0.000261112,0.000252001,0.000244667,0.000238445,0.000237112,0.000229779,0.000221113,0.000208445,0.000199112,0.000194001,0.000191334,0.000191778,0.000194668,0.000195557,0.000205334,0.00021089,0.00021689,0.000227334,0.000236668,0.000243556,0.000250445,0.000258446,0.000264444,0.000269334,0.000268667,0.000265556,0.000259556,0.000253112,0.000241779,0.000235334,0.000229335,0.000229556,0.000232668,0.000227779,0.000219778,0.000204222,0.000192,0.000190224,0.000187557,0.000193334,0.000191779,0.000191334,0.000185779,0.000183779,0.000181334,0.000178223,0.00017489,0.000166,0.000160446,0.000155557,0.000151111,0.000143778,7.711144280619919e-05,1.2223091289342847e-05
SIO,32.867,-117.257,2024-10-21T19:14:00Z,10/21/24,18.7,1.95,0,,18.797771453857422,0.7073075771331787,8135,0,0.001631112,0.001793334,0.001931557,0.001895112,0.00190689,0.002224667,0.002475556,0.002545556,0.002570224,0.002461556,0.002354001,0.002543778,0.002738001,0.002517557,0.002389778,0.002594445,0.002732668,0.002793334,0.002753112,0.002773334,0.003191334,0.003386223,0.003172001,0.002965778,0.00295289,0.002913556,0.002867111,0.002879779,0.002872889,0.002885334,0.002868001,0.00284089,0.002823556,0.002827112,0.002933112,0.002967779,0.002869557,0.002828668,0.002816001,0.002814223,0.00285289,0.002905334,0.002906668,0.002890668,0.002913334,0.002934,0.002966667,0.002989557,0.002986444,0.002956001,0.002950445,0.002986223,0.003031556,0.003078668,0.003093778,0.00307489,0.003102001,0.003121557,0.003057556,0.003016668,0.002994,0.002955112,0.002922445,0.00291489,0.002879112,0.002779557,0.002645334,0.002510889,0.002439112,0.002440001,0.002439557,0.002416446,0.002412667,0.002418223,0.002396446,0.002358668,0.002328,0.002285112,0.002252445,0.00221778,0.002162001,0.00208689,0.002015556,0.00195089,0.001909334,0.001883778,0.001865334,0.001825112,0.001778889,0.001732667,0.00168089,0.001610001,0.001506667,0.001396667,0.001278223,0.001152223,0.00104089,0.000958667,0.000370445,0.000356668,0.000357557,0.000346223,0.000343778,0.000337557,0.00033089,0.000335778,0.000330889,0.00032089,0.000314224,0.000306223,0.000301334,0.000296224,0.00029289,0.000303112,0.000306223,0.000308001,0.000302668,0.000296667,0.000282445,0.000274667,0.000266446,0.00026089,0.000257779,0.000248667,0.000238001,0.000223779,0.000213779,0.000204668,0.000199112,0.000197334,0.000197335,0.000196223,0.000205778,0.000207556,0.000211113,0.000219112,0.000225779,0.000230667,0.00023689,0.000243112,0.000247112,0.000251112,0.000249779,0.000246001,0.000243334,0.000235556,0.000224445,0.000220668,0.000218667,0.000225556,0.000229557,0.000227556,0.000220667,0.000205112,0.000195334,0.000193112,0.000188667,0.000193335,0.000193334,0.000195334,0.00019089,0.000192446,0.000190668,0.000187113,0.000181112,0.000171557,0.00016689,0.000161556,0.000158446,0.00014689,8.3333914517425e-05,2.9777900635963306e-05
