Location_Code,latitude,longitude,time,date,Temp,Avg_Chloro,pDA,tDA,Pn_delicatissima,Pn_seriata,chlor_a,sst,Rrs_346.0,Rrs_348.0,Rrs_351.0,Rrs_353.0,Rrs_356.0,Rrs_358.0,Rrs_361.0,Rrs_363.0,Rrs_366.0,Rrs_368.0,Rrs_371.0,Rrs_373.0,Rrs_375.0,Rrs_378.0,Rrs_380.0,Rrs_383.0,Rrs_385.0,Rrs_388.0,Rrs_390.0,Rrs_393.0,Rrs_395.0,Rrs_398.0,Rrs_400.0,Rrs_403.0,Rrs_405.0,Rrs_408.0,Rrs_410.0,Rrs_413.0,Rrs_415.0,Rrs_418.0,Rrs_420.0,Rrs_422.0,Rrs_425.0,Rrs_427.0,Rrs_430.0,Rrs_432.0,Rrs_435.0,Rrs_437.0,Rrs_440.0,Rrs_442.0,Rrs_445.0,Rrs_447.0,Rrs_450.0,Rrs_452.0,Rrs_455.0,Rrs_457.0,Rrs_460.0,Rrs_462.0,Rrs_465.0,Rrs_467.0,Rrs_470.0,Rrs_472.0,Rrs_475.0,Rrs_477.0,Rrs_480.0,Rrs_482.0,Rrs_485.0,Rrs_487.0,Rrs_490.0,Rrs_492.0,Rrs_495.0,Rrs_497.0,Rrs_500.0,Rrs_502.0,Rrs_505.0,Rrs_507.0,Rrs_510.0,Rrs_512.0,Rrs_515.0,Rrs_517.0,Rrs_520.0,Rrs_522.0,Rrs_525.0,Rrs_527.0,Rrs_530.0,Rrs_532.0,Rrs_535.0,Rrs_537.0,Rrs_540.0,Rrs_542.0,Rrs_545.0,Rrs_547.0,Rrs_550.0,Rrs_553.0,Rrs_555.0,Rrs_558.0,Rrs_560.0,Rrs_563.0,Rrs_565.0,Rrs_568.0,Rrs_570.0,Rrs_573.0,Rrs_575.0,Rrs_578.0,Rrs_580.0,Rrs_583.0,Rrs_586.0,Rrs_588.0,Rrs_613.0,Rrs_615.0,Rrs_618.0,Rrs_620.0,Rrs_623.0,Rrs_625.0,Rrs_627.0,Rrs_630.0,Rrs_632.0,Rrs_635.0,Rrs_637.0,Rrs_640.0,Rrs_641.0,Rrs_642.0,Rrs_643.0,Rrs_645.0,Rrs_646.0,Rrs_647.0,Rrs_648.0,Rrs_650.0,Rrs_651.0,Rrs_652.0,Rrs_653.0,Rrs_655.0,Rrs_656.0,Rrs_657.0,Rrs_658.0,Rrs_660.0,Rrs_661.0,Rrs_662.0,Rrs_663.0,Rrs_665.0,Rrs_666.0,Rrs_667.0,Rrs_668.0,Rrs_670.0,Rrs_671.0,Rrs_672.0,Rrs_673.0,Rrs_675.0,Rrs_676.0,Rrs_677.0,Rrs_678.0,Rrs_679.0,Rrs_681.0,Rrs_682.0,Rrs_683.0,Rrs_684.0,Rrs_686.0,Rrs_687.0,Rrs_688.0,Rrs_689.0,Rrs_691.0,Rrs_692.0,Rrs_693.0,Rrs_694.0,Rrs_696.0,Rrs_697.0,Rrs_698.0,Rrs_699.0,Rrs_701.0,Rrs_702.0,Rrs_703.0,Rrs_704.0,Rrs_706.0,Rrs_707.0,Rrs_708.0,Rrs_709.0,Rrs_711.0,Rrs_712.0,Rrs_713.0,Rrs_714.0,Rrs_717.0,Rrs_719.0
SMP,34.008,-118.499,2024-07-22T19:00:00Z,2024-07-22,21.60,0.61,0,,38862,0,0.5482451915740967,19.65999413,-0.000332499,-0.000126249,0.000106751,0.00020325,0.000367501,0.000721501,0.000921501,0.001050001,0.0011055,0.001083251,0.001116501,0.001340001,0.001558501,0.001451251,0.00140875,0.001697751,0.00185275,0.001867501,0.001861251,0.0019575,0.002301001,0.002410251,0.002248,0.002142251,0.002161251,0.002151002,0.002149501,0.00217,0.002192501,0.002219001,0.002211751,0.002215001,0.002228251,0.002262001,0.002365251,0.002376001,0.002316001,0.002313251,0.002316751,0.002328751,0.002383251,0.002431001,0.002449501,0.002459251,0.002477,0.002499002,0.002534751,0.002561001,0.002566251,0.002563501,0.002597001,0.002650251,0.002693752,0.002739252,0.00277325,0.002768001,0.002787501,0.002805251,0.002765751,0.002746501,0.002747001,0.002738001,0.002729001,0.002727751,0.002712001,0.002679001,0.002620001,0.002557751,0.002544251,0.00256925,0.002583252,0.002581501,0.002601251,0.002619501,0.002606,0.002581501,0.002570001,0.002548501,0.002511251,0.002469751,0.002426501,0.002366501,0.002309001,0.002260251,0.002235251,0.002212501,0.00219225,0.002148501,0.002095001,0.00203025,0.001948751,0.001853251,0.001745751,0.001631751,0.001497751,0.001351001,0.001214,0.001087001,0.000310251,0.0002905,0.000275751,0.00026175,0.000260002,0.000245252,0.000248501,0.000248001,0.000222251,0.000200501,0.000184501,0.000171501,0.000163001,0.000152251,0.000140002,0.000137501,0.000132001,0.000133501,0.000130501,0.000130251,0.000126,0.000119251,0.000106751,9.200070053339005e-05,7.90013000369072e-05,6.100069731473923e-05,5.0500500947237015e-05,4.2751431465148926e-05,3.72505746781826e-05,3.45008447766304e-05,3.525102511048317e-05,3.475090488791466e-05,4.1000545024871826e-05,4.45009209215641e-05,5.625095218420029e-05,6.350083276629448e-05,6.90012238919735e-05,7.800105959177017e-05,8.950056508183479e-05,0.000101751,0.0001065,0.000115251,0.0001225,0.000126251,0.000127752,0.000126001,0.0001195,0.000123001,0.000134251,0.000156751,0.000169002,0.000157251,0.000121251,7.825111970305443e-05,5.5750831961631775e-05,3.550015389919281e-05,2.400064840912819e-05,1.4001037925481796e-05,-3.25E-06,-8.50E-06,-1.70E-05,-1.80E-05,-2.45E-05,-2.90E-05,-3.47E-05,-4.32E-05,-4.87E-05,-5.10E-05,-4.90E-05,-4.77E-05,-5.37E-05,-6.20E-05,-6.40E-05,-2.97E-05
SIO,32.867,-117.257,2024-07-22T19:02:00Z,2024-07-22,21.40,4.44,0.02,,461867,26143,2.5448248386383057,21.48,0.001275334,0.001492667,0.00172489,0.001805112,0.002015779,0.002379334,0.002578223,0.002743112,0.002835778,0.002855556,0.002899778,0.003138668,0.003322223,0.003188445,0.003169112,0.003479556,0.003674001,0.003639112,0.003570445,0.003663779,0.00397,0.004041111,0.003831779,0.003669779,0.003657112,0.003626224,0.003604223,0.003610445,0.003612446,0.003628668,0.003617335,0.003599779,0.003599112,0.003612,0.003689778,0.003699334,0.003612667,0.003582223,0.003571778,0.003561334,0.003568667,0.003567779,0.003550667,0.003539335,0.00354889,0.003559113,0.003582889,0.003603556,0.003606668,0.00360289,0.003622667,0.00364689,0.003656444,0.003670668,0.00368489,0.003666001,0.003679112,0.003685557,0.003603779,0.003543111,0.003499113,0.003447779,0.003401334,0.003358446,0.00329289,0.003180445,0.003016445,0.00287,0.00280089,0.002784223,0.002769111,0.002746222,0.002730668,0.002710223,0.002675112,0.002628223,0.002589556,0.002545557,0.002497779,0.002441334,0.002370889,0.002289334,0.002210001,0.002144224,0.002104001,0.002066446,0.002033556,0.001982668,0.001927334,0.001873778,0.001804224,0.00171889,0.00161889,0.001515112,0.001404223,0.001285334,0.001189556,0.00113289,0.000472001,0.000461778,0.000451557,0.000429334,0.000420889,0.000419557,0.000442668,0.000442223,0.000400223,0.000377334,0.000364001,0.000354668,0.000349556,0.00033489,0.000323335,0.000321113,0.000318223,0.000325557,0.000329556,0.000334446,0.000330223,0.000327112,0.000312223,0.000299557,0.000288445,0.000271334,0.00026489,0.000253778,0.000247556,0.000243778,0.000240667,0.000243334,0.000245334,0.00024489,0.00025289,0.000257334,0.000260667,0.000268223,0.000275556,0.000281556,0.000281556,0.000284223,0.000285111,0.000286445,0.000286223,0.000280668,0.000278001,0.000284,0.000304667,0.000345112,0.000372223,0.000366668,0.000318668,0.000267112,0.000240223,0.000223556,0.00021689,0.000204001,0.000182446,0.000175556,0.000165557,0.000162223,0.000150001,0.000139334,0.00012689,0.000113557,0.000105335,9.666755795478821e-05,9.488935029366985e-05,9.466790652368218e-05,8.35566024761647e-05,6.533455598400906e-05,4.73343679914251e-05,9.37792137847282e-05
SW,34.408043,-119.68485,2024-07-23T15:25:00Z,2024-07-23,14.30,3.58,0,,35610,0,0.7683488130569458,,0.001362667,0.001560445,0.00173089,0.001771556,0.001903112,0.00220689,0.002375779,0.002469334,0.002522223,0.002506668,0.002502891,0.00268889,0.002835334,0.002667556,0.002623779,0.002860889,0.002977334,0.002943779,0.002882667,0.002938223,0.003213334,0.003258445,0.003057335,0.002895556,0.002865557,0.002818891,0.002768445,0.002757557,0.002752668,0.002759112,0.002739557,0.002724001,0.002730445,0.002747779,0.002840889,0.002852223,0.002774223,0.002756001,0.002751112,0.002750223,0.002788001,0.002814668,0.00281489,0.002817779,0.002833556,0.002840667,0.002869112,0.002883556,0.002881112,0.002871112,0.002885334,0.002914668,0.002936001,0.002968223,0.00298289,0.002971112,0.002993335,0.002998668,0.00293889,0.002907556,0.002883779,0.002852001,0.002820445,0.002794001,0.002742001,0.00266089,0.002556445,0.002461557,0.00241489,0.002409778,0.002403112,0.002376446,0.002367778,0.002360668,0.002330889,0.002297779,0.002273112,0.00223689,0.002193334,0.002146224,0.002093112,0.00202489,0.001965112,0.001903334,0.001869112,0.001837112,0.001810446,0.001762223,0.001711334,0.00164889,0.001577112,0.001489112,0.001387334,0.001288223,0.001177335,0.001053779,0.00094289,0.000846667,0.000274223,0.000260668,0.000255334,0.000238445,0.000236667,0.000226668,0.000233112,0.000231334,0.000212445,0.00019689,0.000188668,0.000182445,0.000179556,0.000172445,0.000162668,0.000162001,0.000157334,0.000159112,0.000156001,0.000156667,0.000150445,0.000144668,0.00013689,0.000124445,0.000118667,0.000108001,0.000100223,9.555617725709453e-05,9.177831816487014e-05,8.911183977033943e-05,8.888915181159973e-05,8.755674207350239e-05,9.200059866998345e-05,9.133460116572678e-05,0.000102001,0.000106001,0.000108668,0.000116668,0.000125334,0.000134223,0.000135556,0.00014,0.000143334,0.000145112,0.000144889,0.000141556,0.000136223,0.000138223,0.000142001,0.000158223,0.000164223,0.000156223,0.00013,9.600073099136353e-05,7.866736996220425e-05,6.600096821784973e-05,5.6223736464744434e-05,5.289043110678904e-05,4.044506204081699e-05,3.600120544433594e-05,3.088969242526218e-05,3.155610465910286e-05,2.6223146051052026e-05,2.222259900008794e-05,1.7112328350776806e-05,1.0444886356708594e-05,6.445579856517725e-06,5.556477390200598e-06,6.0014426708221436e-06,6.667441994068213e-06,8.895165137801087e-07,-4.67E-06,-1.27E-05,5.1119259296683595e-06
NP,33.6061,-117.9311,2024-07-23T17:30:00Z,2024-07-23,19.50,5.25,0,,10395,7796,3.3512773513793945,19.56874466,0.002614001,0.002728668,0.002835112,0.002842446,0.002952445,0.003211556,0.003312223,0.003387112,0.003409112,0.003354668,0.003337112,0.00350489,0.003626445,0.003455112,0.003384889,0.00361289,0.003718445,0.00367889,0.003622001,0.003678223,0.003931112,0.003990667,0.003799779,0.003646445,0.003629334,0.003594667,0.003559556,0.003548,0.003531334,0.003526445,0.003500445,0.003486001,0.003474,0.003473334,0.003544668,0.00354089,0.003455556,0.003421779,0.003399334,0.003387111,0.003416445,0.00343489,0.003425112,0.003417556,0.003424001,0.003421779,0.003443112,0.003460889,0.003459334,0.003447556,0.003458001,0.003486445,0.003511779,0.003540001,0.003554667,0.003544223,0.003561334,0.003559778,0.003496668,0.003456223,0.003433334,0.003402223,0.003369112,0.003334223,0.003282223,0.003211778,0.003119334,0.003031556,0.002990001,0.002991334,0.002993112,0.002978002,0.002978445,0.002977556,0.002956445,0.002923335,0.00289089,0.002853556,0.002802667,0.002750223,0.002696001,0.002627556,0.002565112,0.002512223,0.002478224,0.002452001,0.00243089,0.002387335,0.002330001,0.002258445,0.002176445,0.002083555,0.001975112,0.001856223,0.001721556,0.001575778,0.001427557,0.001279557,0.00056289,0.000544445,0.00053289,0.000510667,0.000503557,0.000494445,0.000493779,0.000485779,0.000461556,0.000442668,0.000430445,0.000419779,0.000415779,0.000407334,0.000395779,0.000388667,0.000376446,0.00036889,0.000362446,0.000361335,0.000355557,0.000349778,0.000340668,0.000326445,0.000317557,0.000304223,0.000295557,0.000289112,0.000285557,0.000281557,0.00027889,0.000278667,0.000281112,0.000280668,0.000290667,0.000293556,0.000294445,0.000302667,0.000308445,0.000315112,0.000318445,0.00032289,0.00032489,0.000327779,0.00032689,0.000323335,0.000319779,0.000322445,0.000328222,0.000344001,0.000349113,0.000337779,0.000304001,0.000262668,0.000237334,0.000217779,0.000206001,0.000201556,0.000186445,0.000176445,0.000164889,0.000160446,0.000152445,0.000147779,0.000139335,0.00012889,0.000121779,0.000116446,0.000114223,0.000110445,9.866762411547825e-05,8.533398067811504e-05,5.555649477173574e-05,5.400097870733589e-05
HAB_MWII,36.603683,-121.889275,2024-07-24T14:10:00Z,2024-07-24,15.50,2.065,,,111600,0,0.8946498036384583,14.66666031,-0.003381999,-0.002947999,-0.002533998,-0.002341999,-0.002116999,-0.001601998,-0.001243999,-0.001189999,-0.001165999,-0.001199,-0.001130998,-0.000821998,-0.000743,-0.000917999,-0.000810999,-0.000502,-0.000295,-0.000283999,-0.000305999,-0.000157,0.000202,0.000279002,0.000145001,9.50004905462265e-05,0.000121001,4.900060594081879e-05,-5.00E-06,4.900060594081879e-05,0.000104001,0.000215,0.000266001,0.000236001,0.000285,0.000357002,0.000452001,0.000489,0.000459,0.000482002,0.000513,0.000546001,0.000643002,0.000740001,0.000769001,0.000794999,0.000842001,0.000883002,0.000931,0.000982001,0.001,0.001010001,0.001062,0.001126001,0.001194002,0.001264,0.001301,0.001326002,0.001405001,0.001454001,0.001426002,0.001429001,0.001447001,0.001460999,0.001484001,0.001527,0.001547001,0.001513001,0.001465,0.001449,0.001461001,0.001492001,0.001518002,0.001538001,0.001580002,0.001591001,0.001614001,0.001632001,0.001636,0.001627,0.001619,0.001604,0.001588,0.001551,0.001515001,0.001468001,0.001427,0.001414001,0.001406001,0.001385,0.001350002,0.001295002,0.001236001,0.001158001,0.001057001,0.000974001,0.000885,0.000762001,0.000666002,0.000574002,-8.70E-05,-0.000109999,-0.000117,-0.00014,-0.000132,-0.000135999,-0.000141,-0.000135999,-0.000153,-0.000161,-0.000153,-0.000143999,-0.000147998,-0.000151999,-0.000156999,-0.000153,-0.000149999,-0.000150999,-0.000161,-0.000163,-0.000178,-0.00018,-0.000180999,-0.000193998,-0.000197999,-0.000206999,-0.000218,-0.000222998,-0.000224,-0.000233999,-0.000230998,-0.000232998,-0.000223998,-0.000216,-0.000205999,-0.000194998,-0.000186,-0.000175998,-0.000165999,-0.000161,-0.000151999,-0.000139,-0.000127001,-0.000105998,-0.000101,-9.70E-05,-9.90E-05,-0.000104999,-0.000111999,-0.000108,-0.000108998,-0.000120999,-0.000136999,-0.000158001,-0.000165999,-0.000165999,-0.000163998,-0.000158999,-0.000161998,-0.000155,-0.000164,-0.000153,-0.000158999,-0.000157999,-0.000148999,-0.000148999,-0.000147,-0.000144999,-0.000143999,-0.000146,-0.000139998,-0.000140999,-0.000153,-0.000149999
HAB_SCW,36.958,-122.017,2024-07-24T16:40:00Z,2024-07-24,16.40,4.67,0.02146,,,0,0.9371628165245056,,0.001608668,0.00178689,0.001926001,0.001900446,0.001977112,0.002243557,0.002368668,0.002400667,0.002378001,0.002270445,0.002194223,0.002322668,0.002392668,0.00215289,0.002054222,0.002239112,0.002359334,0.00232889,0.002254445,0.002313113,0.002640001,0.002767778,0.002609557,0.00246289,0.002435112,0.002367557,0.00228289,0.002238223,0.002189557,0.002163556,0.002114446,0.00206489,0.002033557,0.002010667,0.002056445,0.002034446,0.001933779,0.001904667,0.001901112,0.001900668,0.001942445,0.001985335,0.002001556,0.002007111,0.002011556,0.002005112,0.002017778,0.002012001,0.002001111,0.001996223,0.002024668,0.002082667,0.002147335,0.002227334,0.002285112,0.002312001,0.002363778,0.002394445,0.00236289,0.00236089,0.002381557,0.00241089,0.002458223,0.002524001,0.002591556,0.002643334,0.002694668,0.002758668,0.002850001,0.002955556,0.003050445,0.00311089,0.003188223,0.003258445,0.003311334,0.003364001,0.00343289,0.003487779,0.003536668,0.003590445,0.003651334,0.003699334,0.003763334,0.003829334,0.003915556,0.004005556,0.004098667,0.004151556,0.004182668,0.004165112,0.004108667,0.004026445,0.003906889,0.003780445,0.003637112,0.003453335,0.003246668,0.003012668,0.001548445,0.001492001,0.001444668,0.001394667,0.001359334,0.001314446,0.001284223,0.001249335,0.001214445,0.001186445,0.001168667,0.001154001,0.001149334,0.001136668,0.001121334,0.001107778,0.00109089,0.001079335,0.001063112,0.001054668,0.001041112,0.00102089,0.000997112,0.000961557,0.000930667,0.000888445,0.000849779,0.000817779,0.000795112,0.000774001,0.000760445,0.000751778,0.000753334,0.000757779,0.00077889,0.000798667,0.000826001,0.000859557,0.000896001,0.000933779,0.000965112,0.000998001,0.00102689,0.001053113,0.001071556,0.001087112,0.001096667,0.001105556,0.001108667,0.001117779,0.001113556,0.001094445,0.001054224,0.001003335,0.00096489,0.000931112,0.000902001,0.000877779,0.000841556,0.000810446,0.000776,0.000749112,0.000718445,0.000689778,0.000660223,0.000629779,0.000602445,0.00057689,0.000553557,0.000528223,0.000496445,0.000462001,0.000388001,0.000350446
SMP,34.008,-118.499,2024-07-28T19:00:00Z,2024-07-28,21.50,0.36,0,,0,0,0.2652420401573181,18.44999313,0.000420001,0.000629001,0.000842251,0.000908501,0.0011115,0.001469251,0.001647001,0.001743251,0.001796001,0.001790251,0.001791251,0.002022001,0.002210251,0.002052,0.002039251,0.00234525,0.00250925,0.002495002,0.002458001,0.002577001,0.002906001,0.002963001,0.002795251,0.002665751,0.002677501,0.002680001,0.002676501,0.002676001,0.002658501,0.002680251,0.002676,0.002667001,0.002669252,0.002689001,0.002773001,0.002780751,0.002705251,0.002682251,0.002681751,0.002696501,0.002748501,0.002772501,0.002762251,0.002765251,0.002784501,0.002792501,0.002813251,0.002829251,0.002836751,0.002837502,0.002857001,0.00289525,0.002940251,0.002988501,0.003025751,0.003027752,0.003058502,0.003078502,0.003034501,0.003008001,0.003008001,0.003011001,0.003020251,0.003054501,0.0030765,0.003049001,0.002984,0.002917751,0.002901251,0.002928001,0.002959001,0.002966501,0.002998001,0.00303375,0.003034751,0.003026751,0.003026751,0.003021001,0.00302025,0.003007751,0.002971,0.002910251,0.002852,0.002794001,0.002764001,0.002750751,0.00274,0.002702501,0.002649,0.002581501,0.00249775,0.002380251,0.002233501,0.002072001,0.001904501,0.001725001,0.001572001,0.001453751,0.000471751,0.000441251,0.000427001,0.000410251,0.00040225,0.000390002,0.00039325,0.000385001,0.000362751,0.000348001,0.000337501,0.000323001,0.000318501,0.000311751,0.000312751,0.000322251,0.000328252,0.00033475,0.00032725,0.000318001,0.000300002,0.000282501,0.000271501,0.000256251,0.000244251,0.000226,0.000208001,0.00019175,0.000179251,0.000169501,0.00016175,0.000158001,0.00016,0.000161001,0.000171501,0.000177501,0.0001855,0.000196001,0.00020925,0.000222001,0.000226751,0.000233001,0.000237501,0.000239002,0.000240751,0.000240751,0.000234,0.000234,0.00023225,0.000242001,0.000242751,0.000240001,0.000226251,0.000202001,0.000189251,0.000168751,0.000155751,0.000150001,0.000142251,0.000144751,0.000141501,0.000144251,0.00013525,0.000130251,0.000123501,0.000116501,0.000111001,0.0001055,9.925151243805885e-05,9.825080633163452e-05,9.525055065751076e-05,8.700089529156685e-05,4.3750740587711334e-05,1.975102350115776e-05
SW,34.408043,-119.68485,2024-07-29T15:32:00Z,2024-07-29,15.20,2.233,0.039,,335250,2610,1.4639573097229004,,0.002395778,0.00257089,0.002691112,0.002658668,0.002740445,0.002973113,0.003042224,0.003070445,0.003060223,0.002996445,0.002946001,0.003071334,0.003160446,0.002950223,0.002874891,0.003083334,0.003155556,0.003086223,0.00297089,0.002983334,0.003210223,0.003204001,0.002964001,0.002781779,0.00273489,0.002665778,0.002599334,0.002572001,0.002549334,0.00254289,0.002506223,0.002478668,0.002467779,0.002477779,0.00254889,0.002542889,0.002459778,0.002432668,0.002414223,0.002403556,0.00243,0.002439111,0.002419334,0.002416889,0.002428667,0.002426223,0.002442668,0.002456223,0.002453334,0.002449112,0.002467334,0.002489778,0.002508889,0.002537335,0.002554001,0.002547779,0.002569779,0.002576001,0.002518001,0.002483779,0.002463112,0.00243489,0.002411779,0.002409557,0.002391334,0.002330223,0.002245779,0.002167112,0.002131779,0.002133113,0.002127779,0.002111779,0.00211489,0.002122001,0.002109335,0.002089779,0.002075557,0.002052223,0.002031335,0.002008667,0.001973557,0.001926446,0.001881112,0.001842001,0.001819556,0.00180489,0.001795334,0.001763112,0.001726001,0.001684668,0.001628668,0.001548445,0.001448002,0.001343557,0.001229779,0.00111089,0.001011557,0.000940001,0.00030489,0.000288668,0.000286889,0.000273112,0.000266668,0.000260668,0.000265557,0.000264668,0.000246001,0.000231334,0.000226445,0.000223778,0.000222001,0.000217334,0.000214446,0.000222223,0.000225112,0.000230667,0.000228001,0.000224667,0.000212445,0.000200668,0.000190889,0.000180668,0.00017489,0.000165334,0.000155334,0.000145334,0.000138223,0.000132668,0.000131112,0.000131779,0.000134889,0.000136667,0.000147779,0.000154445,0.000162668,0.000173112,0.00018489,0.000194668,0.000201779,0.000209556,0.000215779,0.000220668,0.00022089,0.000219112,0.000216001,0.000216667,0.000218889,0.000227112,0.000230001,0.000228224,0.00021489,0.000196223,0.000181557,0.000163335,0.00014889,0.000143556,0.000134668,0.000136445,0.000134223,0.000132446,0.000124667,0.000120668,0.000115334,0.000109556,0.000104224,9.666797268437222e-05,9.377879905514419e-05,9.155645966529846e-05,8.889039600035176e-05,8.555543172406033e-05,5.377829074859619e-05,3.177921098540537e-05
CPP,35.170204,-120.740685,2024-07-29T18:30:00Z,2024-07-29,14.90,15.05,0,,34116.91,0,4.470262527,13.63999367,0.003202572,0.003313429,0.003338858,0.003248001,0.003274573,0.003426001,0.003426573,0.00343143,0.003380001,0.003246287,0.003142858,0.003268,0.003304286,0.002981429,0.002890287,0.003139144,0.003158287,0.002992,0.002796857,0.002770858,0.002970573,0.002902001,0.002612002,0.002417145,0.002342858,0.00225543,0.002183429,0.002133716,0.002088286,0.002053716,0.001992286,0.00195543,0.001933429,0.001925144,0.001977714,0.001951715,0.001854001,0.001821144,0.001796287,0.001780001,0.001792572,0.001786001,0.001760572,0.00175343,0.001766573,0.001758573,0.001760857,0.001765716,0.001752572,0.001754858,0.001787429,0.001797715,0.001807715,0.001832001,0.001856,0.001861429,0.001894287,0.001909429,0.001854,0.001830001,0.001828001,0.001824573,0.001842001,0.001882001,0.001914572,0.001914001,0.001896572,0.001889144,0.001905144,0.00194543,0.00197743,0.001992573,0.002028001,0.002064001,0.002083715,0.002092001,0.002105429,0.002118287,0.002139429,0.002165144,0.002172858,0.002168572,0.002169715,0.002175144,0.0022,0.002226858,0.002260573,0.002275714,0.002273144,0.002256572,0.002228,0.00216343,0.002065144,0.001965144,0.001856858,0.001741715,0.001636286,0.001553143,0.00064543,0.000612572,0.00059143,0.000570858,0.000553715,0.000541715,0.000538572,0.000525143,0.00050343,0.000485144,0.000474001,0.000465429,0.000464858,0.000458572,0.000461143,0.000470858,0.000472858,0.000476858,0.000468573,0.000458,0.000440001,0.000422859,0.000408858,0.000392857,0.000384286,0.000368286,0.000347144,0.000330573,0.000316,0.000306001,0.000305144,0.000306858,0.000315429,0.000325143,0.00034543,0.000372001,0.000398001,0.000429714,0.000461144,0.000489429,0.000516572,0.000542287,0.000564572,0.000581715,0.000595144,0.000601429,0.000603429,0.000606001,0.000602858,0.000605144,0.000600287,0.000588001,0.000566001,0.000534001,0.000500286,0.000463716,0.000436001,0.000418858,0.000405715,0.000396,0.000381716,0.000368857,0.000353144,0.000343143,0.000331715,0.000321144,0.000307715,0.00029343,0.000281429,0.000269429,0.000261144,0.000243715,0.000164572,9.400078124599531e-05
SIO,32.867,-117.257,2024-07-29T19:07:00Z,2024-07-29,20.50,5.02,0.026,,278863,37763,3.3512773513793945,21.86443901,0.002531112,0.002765779,0.002983334,0.003067112,0.003250889,0.003587557,0.003747112,0.003857778,0.003925779,0.003914001,0.003944001,0.00416289,0.004314445,0.004153779,0.004155556,0.004463779,0.004592446,0.004542667,0.004467556,0.004541112,0.004816445,0.004829556,0.004596223,0.004437779,0.004420001,0.004377334,0.004336,0.004319334,0.00430889,0.004320223,0.004299112,0.004274001,0.004266668,0.004280445,0.004363335,0.004347779,0.00423689,0.004192223,0.004152445,0.004106001,0.004100889,0.004083335,0.004036668,0.00400689,0.003999779,0.003995335,0.004011779,0.004024889,0.004017334,0.003996223,0.003990666,0.00398289,0.003968223,0.003966223,0.003953334,0.003918223,0.003919557,0.003893556,0.003790445,0.003710223,0.003629334,0.003541779,0.003454668,0.003379111,0.003270001,0.003115556,0.002926222,0.002746001,0.002639334,0.002602001,0.002566001,0.002516223,0.002488667,0.002463778,0.002410223,0.002355556,0.002309112,0.002248223,0.002190446,0.002127556,0.002054667,0.00196889,0.001885778,0.001809111,0.001763112,0.001717556,0.001682,0.00162889,0.001578001,0.00152489,0.001466445,0.001389779,0.001298445,0.001206001,0.00110289,0.000999779,0.000917556,0.00085689,0.000339112,0.000321112,0.000320667,0.000308445,0.000308889,0.000304,0.000311779,0.000311112,0.00029289,0.000278445,0.000271778,0.000265778,0.000264446,0.000260223,0.000256667,0.000264446,0.000265335,0.000269112,0.000265113,0.000262668,0.000250667,0.000240668,0.000231334,0.000220668,0.000217112,0.000208445,0.000198668,0.000188446,0.000181334,0.000173556,0.00017089,0.000166223,0.000166223,0.000161112,0.00016689,0.000165112,0.000163334,0.000165778,0.00016689,0.000169112,0.000168223,0.000169778,0.00016889,0.000169335,0.000166001,0.000162446,0.000159334,0.000160445,0.000165557,0.000179334,0.00018889,0.000191556,0.000181334,0.000162001,0.000149779,0.000136445,0.000127334,0.000128223,0.000122445,0.000125556,0.000123779,0.000125334,0.000120001,0.000117112,0.000112667,0.000109557,0.000106446,0.000102445,0.000101112,9.844535088632256e-05,9.311238682130352e-05,8.66672198753804e-05,4.977815842721611e-05,2.8667764127021655e-05
